date,ltla,positive,month,number_exposures,duration,maxRiskScore,cumRiskScore,riskScore_1.1.,riskScore_1.3.,riskScore_1.6.,riskScore_1.8.,riskScore_2.2.,riskScore_3.3.,riskScore_4.4.,riskScore_5.6.,peak_day,peak_duration,firstExpDate,lastExpDate,randomExpDate,classification,bg_rate_cases_app,avgRiskScore,maxProximityScore,avgProximityScore,region,RuralUrbanScore
2022-02-06,E07000084,0.017740409586494997,Feb22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,3,1,395,395,395,fleeting,0.02508096386292853,133.9301552816304,0.0976835015855057,0.0976835015855057,South_East,3.1997760947520506
2022-03-22,E07000228,0.028811933602042053,Mar22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,442,442,442,one-day,0.042293556137543,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2022-08-04,E07000193,0.042918606352129324,Aug22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,7,4.602078080765491,564,577,564,recurring,0.00544900390432675,120.90557084592895,0.14299930210129377,0.10178099021763129,West_Midlands,3.189370380250056
2022-01-06,E06000015,0.017740409586494997,Jan22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,362,362,362,fleeting,0.059883458185762,133.9301552816304,0.0976835015855057,0.0976835015855057,East_Midlands,3.1997760947520506
2021-11-28,E07000154,0.017740409586494997,Nov21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,1,1,323,323,323,fleeting,0.01448823783959391,133.9301552816304,0.0976835015855057,0.0976835015855057,East_Midlands,3.1997760947520506
2022-01-26,E09000020,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,2,3.7845578099366315,387,387,387,one-day,0.0207858357181965,152.74075945394347,0.12059214263651095,0.10342866381674329,London,3.241396909675088
2021-02-18,E06000019,0.017740409586494997,Feb21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,7,1,42,42,42,fleeting,0.00222538595145206,133.9301552816304,0.0976835015855057,0.0976835015855057,West_Midlands,3.1997760947520506
2021-12-23,E08000004,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,2,1,352,352,352,fleeting,0.10926003010306286,133.9301552816304,0.0976835015855057,0.0976835015855057,North_West,3.1997760947520506
2021-10-28,E07000149,0.042918606352129324,Oct21,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,5,4.602078080765491,292,293,293,recurring,0.01015306314042519,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2022-11-17,E09000012,0.042918606352129324,Nov22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,1,4.602078080765491,677,681,680,recurring,0.00176295892655524,120.90557084592895,0.14299930210129377,0.10178099021763129,London,3.189370380250056
2021-12-20,E07000178,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,348,348,348,fleeting,0.04485735790254372,133.9301552816304,0.0976835015855057,0.0976835015855057,South_East,3.1997760947520506
2022-04-10,E09000012,0.15833393478355007,Apr22,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,5,28.912556837045482,460,461,461,household,0.0099322300381406,199.7868098042868,0.31705054892813783,0.131283711848216,London,3.2930900587496574
2022-01-27,E08000034,0.042918606352129324,Jan22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,2,4.602078080765491,387,388,387,recurring,0.02885007025566659,120.90557084592895,0.14299930210129377,0.10178099021763129,Yorkshire_and_The_Humber,3.189370380250056
2022-01-27,E08000006,0.017740409586494997,Jan22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,384,384,384,fleeting,0.02066661983665577,133.9301552816304,0.0976835015855057,0.0976835015855057,North_West,3.1997760947520506
2022-01-29,E06000039,0.042918606352129324,Jan22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,1,4.602078080765491,386,387,387,recurring,0.03460038314302475,120.90557084592895,0.14299930210129377,0.10178099021763129,South_East,3.189370380250056
2021-11-04,E07000106,0.028811933602042053,Nov21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,300,300,300,one-day,0.00848190770976532,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2022-07-12,E07000009,0.042918606352129324,Jul22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,6,4.602078080765491,551,552,552,recurring,0.01363582422876314,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2021-08-04,E06000038,0.028811933602042053,Aug21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,2,3.7845578099366315,212,212,212,one-day,0.01095877343191215,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2021-08-24,E07000112,0.028811933602042053,Aug21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,5,3.7845578099366315,229,229,229,one-day,0.00968264310776801,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2022-02-20,E06000020,0.028811933602042053,Feb22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,405,405,405,one-day,0.01302192599268869,152.74075945394347,0.12059214263651095,0.10342866381674329,West_Midlands,3.241396909675088
2022-01-11,W06000020,0.017740409586494997,Jan22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,1,1,365,365,365,fleeting,0.02807518558316685,133.9301552816304,0.0976835015855057,0.0976835015855057,Wales,3.1997760947520506
2022-10-18,E07000209,0.042918606352129324,Oct22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,5,4.602078080765491,642,644,642,recurring,0.00262725030617759,120.90557084592895,0.14299930210129377,0.10178099021763129,South_East,3.189370380250056
2022-01-08,E06000038,0.017740409586494997,Jan22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,1,1,365,365,365,fleeting,0.037833397570179,133.9301552816304,0.0976835015855057,0.0976835015855057,South_East,3.1997760947520506
2021-12-02,E09000001,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,7,1,329,329,329,fleeting,0.02291181907664763,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2022-02-07,E07000168,0.042918606352129324,Feb22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,4,4.602078080765491,394,396,395,recurring,0.01815333330124017,120.90557084592895,0.14299930210129377,0.10178099021763129,Yorkshire_and_The_Humber,3.189370380250056
2022-07-30,E07000214,0.042918606352129324,Jul22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,3,4.602078080765491,569,570,570,recurring,0.0028780072685199,120.90557084592895,0.14299930210129377,0.10178099021763129,South_East,3.189370380250056
2022-03-01,E07000071,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,4,4.602078080765491,417,421,417,recurring,0.02575153466938976,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2022-01-23,E09000024,0.017740409586494997,Jan22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,384,384,384,fleeting,0.03055220924663916,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2022-04-02,E06000035,0.042918606352129324,Apr22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,5,4.602078080765491,444,453,453,recurring,0.01933235300340871,120.90557084592895,0.14299930210129377,0.10178099021763129,South_East,3.189370380250056
2021-05-21,E08000021,0.017740409586494997,May21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,3,1,136,136,136,fleeting,0.00120667337489274,133.9301552816304,0.0976835015855057,0.0976835015855057,North_East,3.1997760947520506
2022-01-28,E09000014,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,384,384,384,one-day,0.02485630515183695,152.74075945394347,0.12059214263651095,0.10342866381674329,London,3.241396909675088
2022-01-26,E09000028,0.15833393478355007,Jan22,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,2,28.912556837045482,387,387,387,household,0.02486547107938023,199.7868098042868,0.31705054892813783,0.131283711848216,London,3.2930900587496574
2022-07-12,E06000054,0.017740409586494997,Jul22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,7,1,553,553,553,fleeting,0.01139355830316628,133.9301552816304,0.0976835015855057,0.0976835015855057,South_West,3.1997760947520506
2022-03-07,E06000025,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,6,4.602078080765491,417,425,424,recurring,0.04094592418568905,120.90557084592895,0.14299930210129377,0.10178099021763129,South_West,3.189370380250056
2021-10-02,E08000017,0.017740409586494997,Oct21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,4,1,270,270,270,fleeting,0.01099965131537171,133.9301552816304,0.0976835015855057,0.0976835015855057,Yorkshire_and_The_Humber,3.1997760947520506
2022-03-21,E06000054,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,7,4.602078080765491,432,440,436,recurring,0.04869140580751278,120.90557084592895,0.14299930210129377,0.10178099021763129,South_West,3.189370380250056
2021-12-15,E07000149,0.028811933602042053,Dec21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,342,342,342,one-day,0.03379445085666432,152.74075945394347,0.12059214263651095,0.10342866381674329,East_of_England,3.241396909675088
2021-08-13,E08000017,0.017740409586494997,Aug21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,2,1,219,219,219,fleeting,0.01469864977575806,133.9301552816304,0.0976835015855057,0.0976835015855057,Yorkshire_and_The_Humber,3.1997760947520506
2022-03-29,E08000022,0.028811933602042053,Mar22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,447,447,447,one-day,0.0371206962958949,152.74075945394347,0.12059214263651095,0.10342866381674329,North_East,3.241396909675088
2022-02-01,E07000175,0.028811933602042053,Feb22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,7,3.7845578099366315,392,392,392,one-day,0.01999102092518612,152.74075945394347,0.12059214263651095,0.10342866381674329,East_Midlands,3.241396909675088
2022-03-21,E06000005,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,7,4.602078080765491,433,441,434,recurring,0.04263021045298848,120.90557084592895,0.14299930210129377,0.10178099021763129,North_East,3.189370380250056
2022-03-25,E07000109,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,6,4.602078080765491,433,443,442,recurring,0.02955752037320837,120.90557084592895,0.14299930210129377,0.10178099021763129,South_East,3.189370380250056
2022-02-05,E07000093,0.017740409586494997,Feb22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,397,397,397,fleeting,0.01816567822686465,133.9301552816304,0.0976835015855057,0.0976835015855057,South_East,3.1997760947520506
2021-11-30,E09000020,0.017740409586494997,Nov21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,1,1,330,330,330,fleeting,0.0174240337887279,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2022-01-07,E08000034,0.017740409586494997,Jan22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,3,1,360,360,360,fleeting,0.06749770410350375,133.9301552816304,0.0976835015855057,0.0976835015855057,Yorkshire_and_The_Humber,3.1997760947520506
2022-05-21,E06000054,0.017740409586494997,May22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,502,502,502,fleeting,0.0028637381152784,133.9301552816304,0.0976835015855057,0.0976835015855057,South_West,3.1997760947520506
2021-12-17,E07000144,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,2,1,345,345,345,fleeting,0.04506504516552969,133.9301552816304,0.0976835015855057,0.0976835015855057,East_of_England,3.1997760947520506
2022-03-12,E07000111,0.028811933602042053,Mar22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,4,3.7845578099366315,431,431,431,one-day,0.0430914834467807,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2022-01-04,E07000242,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,365,365,365,one-day,0.03638644732107077,152.74075945394347,0.12059214263651095,0.10342866381674329,East_of_England,3.241396909675088
2022-04-07,E07000147,0.028811933602042053,Apr22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,2,3.7845578099366315,457,457,457,one-day,0.01446597648216722,152.74075945394347,0.12059214263651095,0.10342866381674329,East_of_England,3.241396909675088
2021-12-30,E07000065,0.15833393478355007,Dec21,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,3,28.912556837045482,356,360,359,household,0.04320024946217263,199.7868098042868,0.31705054892813783,0.131283711848216,South_East,3.2930900587496574
2022-02-15,E07000084,0.017740409586494997,Feb22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,404,404,404,fleeting,0.01629741305961981,133.9301552816304,0.0976835015855057,0.0976835015855057,South_East,3.1997760947520506
2022-03-10,E06000001,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,2,4.602078080765491,422,429,422,recurring,0.0255831087730417,120.90557084592895,0.14299930210129377,0.10178099021763129,North_East,3.189370380250056
2021-06-29,E07000108,0.017740409586494997,Jun21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,174,174,174,fleeting,0.00520993316827655,133.9301552816304,0.0976835015855057,0.0976835015855057,South_East,3.1997760947520506
2021-12-27,E07000133,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,4,1,354,354,354,fleeting,0.06622200785126914,133.9301552816304,0.0976835015855057,0.0976835015855057,East_Midlands,3.1997760947520506
2022-01-13,E08000025,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,5,3.7845578099366315,369,369,369,one-day,0.04110604408178942,152.74075945394347,0.12059214263651095,0.10342866381674329,West_Midlands,3.241396909675088
2021-11-26,E09000032,0.028811933602042053,Nov21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,4,3.7845578099366315,326,326,326,one-day,0.01660048794333234,152.74075945394347,0.12059214263651095,0.10342866381674329,London,3.241396909675088
2022-03-13,E09000008,0.028811933602042053,Mar22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,4,3.7845578099366315,431,431,431,one-day,0.03590613941824493,152.74075945394347,0.12059214263651095,0.10342866381674329,London,3.241396909675088
2021-10-07,E08000032,0.028811933602042053,Oct21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,272,272,272,one-day,0.01105520077011111,152.74075945394347,0.12059214263651095,0.10342866381674329,Yorkshire_and_The_Humber,3.241396909675088
2022-01-28,E09000022,0.017740409586494997,Jan22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,384,384,384,fleeting,0.02508843223192182,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2021-07-07,E06000026,0.028811933602042053,Jul21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,181,181,181,one-day,0.02477538458748582,152.74075945394347,0.12059214263651095,0.10342866381674329,South_West,3.241396909675088
2021-10-12,W06000006,0.017740409586494997,Oct21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,279,279,279,fleeting,0.01015816085708089,133.9301552816304,0.0976835015855057,0.0976835015855057,Wales,3.1997760947520506
2021-07-18,E06000052,0.042918606352129324,Jul21,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,2,4.602078080765491,191,192,191,recurring,0.01028161564970215,120.90557084592895,0.14299930210129377,0.10178099021763129,South_West,3.189370380250056
2021-12-05,E09000027,0.028811933602042053,Dec21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,1,3.7845578099366315,330,330,330,one-day,0.0343745654117292,152.74075945394347,0.12059214263651095,0.10342866381674329,London,3.241396909675088
2022-01-27,E07000110,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,3,3.7845578099366315,388,388,388,one-day,0.03122327274672973,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2022-03-04,E06000054,0.017740409586494997,Mar22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,419,419,419,fleeting,0.03565350192352857,133.9301552816304,0.0976835015855057,0.0976835015855057,South_West,3.1997760947520506
2022-01-30,E07000111,0.15833393478355007,Jan22,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,2,28.912556837045482,384,387,387,household,0.02488151070265613,199.7868098042868,0.31705054892813783,0.131283711848216,South_East,3.2930900587496574
2022-08-03,E06000051,0.028811933602042053,Aug22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,7,3.7845578099366315,574,574,574,one-day,0.00461754157901735,152.74075945394347,0.12059214263651095,0.10342866381674329,West_Midlands,3.241396909675088
2021-07-14,E07000008,0.017740409586494997,Jul21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,187,187,187,fleeting,0.01001948662739141,133.9301552816304,0.0976835015855057,0.0976835015855057,East_of_England,3.1997760947520506
2021-12-18,E07000133,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,7,1,343,343,343,fleeting,0.04355776382184489,133.9301552816304,0.0976835015855057,0.0976835015855057,East_Midlands,3.1997760947520506
2022-07-24,E07000241,0.042918606352129324,Jul22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,5,4.602078080765491,564,565,565,recurring,0.00396677550287592,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2021-11-03,E07000062,0.028811933602042053,Nov21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,2,3.7845578099366315,296,296,296,one-day,0.01349579527026467,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2021-07-21,E06000033,0.042918606352129324,Jul21,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,4,4.602078080765491,188,193,192,recurring,0.01035564141220071,120.90557084592895,0.14299930210129377,0.10178099021763129,East_of_England,3.189370380250056
2022-02-23,E09000016,0.017740409586494997,Feb22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,4,1,410,410,410,fleeting,0.01268027779202101,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2022-01-03,E09000019,0.028811933602042053,Jan22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,2,3.7845578099366315,359,359,359,one-day,0.04751640218867604,152.74075945394347,0.12059214263651095,0.10342866381674329,London,3.241396909675088
2021-09-07,E07000092,0.042918606352129324,Sep21,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,6,4.602078080765491,244,246,244,recurring,0.00796837828499075,120.90557084592895,0.14299930210129377,0.10178099021763129,South_East,3.189370380250056
2022-01-11,E07000031,0.017740409586494997,Jan22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,1,1,365,365,365,fleeting,0.03078952685901572,133.9301552816304,0.0976835015855057,0.0976835015855057,North_West,3.1997760947520506
2022-03-26,E07000067,0.017740409586494997,Mar22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,4,1,445,445,445,fleeting,0.03057575805582543,133.9301552816304,0.0976835015855057,0.0976835015855057,East_of_England,3.1997760947520506
2022-03-30,E07000151,0.042918606352129324,Mar22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,1,4.602078080765491,449,450,449,recurring,0.02497272272116574,120.90557084592895,0.14299930210129377,0.10178099021763129,East_Midlands,3.189370380250056
2021-06-10,E09000022,0.017740409586494997,Jun21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,153,153,153,fleeting,0.00495580292084838,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2021-12-09,E06000050,0.042918606352129324,Dec21,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,7,4.602078080765491,335,337,336,recurring,0.02369103412374139,120.90557084592895,0.14299930210129377,0.10178099021763129,North_West,3.189370380250056
2021-12-06,E08000033,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,5,1,334,334,334,fleeting,0.01542397897129324,133.9301552816304,0.0976835015855057,0.0976835015855057,Yorkshire_and_The_Humber,3.1997760947520506
2022-02-07,E06000009,0.017740409586494997,Feb22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,398,398,398,fleeting,0.01287425153806348,133.9301552816304,0.0976835015855057,0.0976835015855057,North_West,3.1997760947520506
2021-08-18,E07000202,0.15833393478355007,Aug21,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,6,28.912556837045482,223,226,223,household,0.00886243797945572,199.7868098042868,0.31705054892813783,0.131283711848216,East_of_England,3.2930900587496574
2021-12-05,E09000022,0.017740409586494997,Dec21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,1,1,330,330,330,fleeting,0.07010248034999866,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2021-06-18,E06000057,0.017740409586494997,Jun21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,6,1,160,160,160,fleeting,0.00991828436248342,133.9301552816304,0.0976835015855057,0.0976835015855057,North_East,3.1997760947520506
2021-09-09,E06000042,0.028811933602042053,Sep21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,2,3.7845578099366315,247,247,247,one-day,0.00697161530226823,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
2021-09-04,W06000014,0.028811933602042053,Sep21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,6,3.7845578099366315,237,237,237,one-day,0.0227611358593331,152.74075945394347,0.12059214263651095,0.10342866381674329,Wales,3.241396909675088
2021-09-16,E08000007,0.15833393478355007,Sep21,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,1,28.912556837045482,246,246,246,household,0.01188478750160033,199.7868098042868,0.31705054892813783,0.131283711848216,North_West,3.2930900587496574
2022-07-08,E07000087,0.042918606352129324,Jul22,10.027558878955022,12507.695656251883,200.6091630596916,1275.276164224107,0,0,0,0,0,0,0,0,5,4.602078080765491,537,549,549,recurring,0.01234719013874379,120.90557084592895,0.14299930210129377,0.10178099021763129,South_East,3.189370380250056
2021-12-28,E06000004,0.15833393478355007,Dec21,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,7,28.912556837045482,355,357,356,household,0.12417401189799213,199.7868098042868,0.31705054892813783,0.131283711848216,North_East,3.2930900587496574
2022-03-23,E06000052,0.017740409586494997,Mar22,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,1,1,442,442,442,fleeting,0.04738856844558607,133.9301552816304,0.0976835015855057,0.0976835015855057,South_West,3.1997760947520506
2021-09-07,E08000035,0.028811933602042053,Sep21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,3,3.7845578099366315,241,241,241,one-day,0.01047658157008443,152.74075945394347,0.12059214263651095,0.10342866381674329,Yorkshire_and_The_Humber,3.241396909675088
2022-03-14,E09000005,0.028811933602042053,Mar22,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,3,3.7845578099366315,430,430,430,one-day,0.0230297121727579,152.74075945394347,0.12059214263651095,0.10342866381674329,London,3.241396909675088
2021-06-26,E08000012,0.017740409586494997,Jun21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,3,1,171,171,171,fleeting,0.02138228295028014,133.9301552816304,0.0976835015855057,0.0976835015855057,North_West,3.1997760947520506
2021-02-07,E09000032,0.017740409586494997,Feb21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,4,1,32,32,32,fleeting,0.00191579402996375,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2022-01-19,E06000040,0.15833393478355007,Jan22,72.56110108694084,113624.4800438818,510.70224531843616,15118.432013152365,0,0,0,0,0,0,0,0,6,28.912556837045482,377,380,380,household,0.02973899608506516,199.7868098042868,0.31705054892813783,0.131283711848216,South_East,3.2930900587496574
2021-07-18,E09000020,0.017740409586494997,Jul21,1,1438.0907704375015,133.9301552816304,133.9301552816304,0,0,0,0,0,0,0,0,2,1,191,191,191,fleeting,0.01056270093590206,133.9301552816304,0.0976835015855057,0.0976835015855057,London,3.1997760947520506
2021-06-28,E06000060,0.028811933602042053,Jun21,3.7845578099366315,5753.404749487654,184.7257871412032,605.1009409100772,0,0,0,0,0,0,0,0,5,3.7845578099366315,173,173,173,one-day,0.00699197904042736,152.74075945394347,0.12059214263651095,0.10342866381674329,South_East,3.241396909675088
